name,definitions,distinct_values,top_values
--mobile-header-back-left,4,3,"calc(env(safe-area-inset-left, 0px) + 0.04rem) [2 files] || calc(env(safe-area-inset-left, 0px) - 0.38rem) [1 files] || calc(env(safe-area-inset-left, 0px) + 0.82rem) [1 files]"
--mobile-header-info-right,4,3,"calc(env(safe-area-inset-right, 0px) + 0.55rem) [2 files] || calc(env(safe-area-inset-right, 0px) + 0.98rem) [1 files] || calc(env(safe-area-inset-right, 0px) + 1.76rem) [1 files]"
--orbit-item-glow-strong,4,3,"0 0 6px rgba(255, 255, 255, 0.18), 0 0 12px rgba(255, 252, 248, 0.085) [1 files] || 0 0 6px rgba(var(--hc-accent-rgb), 0.26), 0 0 10px rgba(var(--hc-accent-rgb), 0.12) [1 files] || 0 0 7px rgba(255, 234, 0, 0.26), 0 0 12px rgba(255, 234, 0, 0.14) [1 files]"
--orbit-keypad-shadow,4,3,"0 4px 9px rgba(2, 6, 16, 0.13), 0 1px 1px rgba(15, 23, 42, 0.065), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.04), inset 0 -1px 0 rgba(2, 6, 16, 0.19) [1 files] || 0 4px 9px rgba(2, 6, 16, 0.13), 0 1px 1px rgba(15, 23, 42, 0.065), 0 0 10px rgba(var(--hc-accent-rgb), 0.12), 0 8px 10px -5px rgba(var(--hc-accent-rgb), 0.38), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.04), inset 0 -1px 0 rgba(2, 6, 16, 0.19) [1 files] || 0 4px 9px rgba(0, 0, 0, 0.12), 0 1px 1px rgba(15, 23, 42, 0.065), inset 0 0 0 var(--pin-border-w) rgba(34, 42, 56, 0.48), inset 0 1px 0 rgba(255, 255, 255, 0.035), inset 0 -1px 0 rgba(0, 0, 0, 0.18) [1 files]"
--orbit-keypad-shadow-item,4,3,"0 3px 7px rgba(2, 6, 16, 0.12), 0 1px 1px rgba(15, 23, 42, 0.065), 0 4px 10px -2px rgba(208, 228, 255, 0.1), 0 8px 10px -5px rgba(208, 228, 255, 0.38), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.03), inset 0 -1px 0 rgba(2, 6, 16, 0.15) [1 files] || 0 3px 7px rgba(2, 6, 16, 0.13), 0 1px 1px rgba(15, 23, 42, 0.065), 0 6px 10px -4px rgba(var(--hc-accent-rgb), 0.15), 0 12px 16px -8px rgba(var(--hc-accent-rgb), 0.1), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.04), inset 0 -1px 0 rgba(2, 6, 16, 0.19) [1 files] || 0 3px 7px rgba(0, 0, 0, 0.11), 0 1px 1px rgba(15, 23, 42, 0.065), 0 4px 10px -2px rgba(248, 253, 255, 0.07), 0 8px 10px -5px rgba(248, 253, 255, 0.26), inset 0 0 0 var(--pin-border-w) rgba(34, 42, 56, 0.48), inset 0 1px 0 rgba(255, 255, 255, 0.026), inset 0 -1px 0 rgba(0, 0, 0, 0.14) [1 files]"
--ring-gap,4,3,"clamp( calc(0.9 * var(--base-rem)), 2.4vh, calc(1.4 * var(--base-rem)) ) [2 files] || clamp( calc(0.7 * var(--base-rem)), 2vh, calc(1 * var(--base-rem)) ) [1 files] || clamp( calc(0.8 * var(--base-rem)), 2.2vh, calc(1.2 * var(--base-rem)) ) [1 files]"
--ring-pad-top-half,4,3,"clamp( calc(0.8 * var(--base-rem)), 2.1vw, calc(1.3 * var(--base-rem)) ) [2 files] || clamp( calc(0.6 * var(--base-rem)), 1.6vh, calc(1 * var(--base-rem)) ) [1 files] || clamp( calc(0.7 * var(--base-rem)), 1.8vh, calc(1.1 * var(--base-rem)) ) [1 files]"
--ring-ui-reserve-page,4,3,calc(2.5 * var(--base-rem)) [2 files] || calc(6.5 * var(--base-rem)) [1 files] || calc(6 * var(--base-rem)) [1 files]
--service-map-marker-label-padding,4,3,0px [1 files] || 3px [1 files] || 7.2px [1 files]
--service-map-toggle-color,4,3,#d57b77 [1 files] || #c57171 [1 files] || #e08a86 [1 files]
--workspace-card-icon-size,4,3,"clamp(2.08rem, 8.8vw, 2.58rem) [2 files] || clamp(2.82rem, 11.5vw, 3.1rem) !important [1 files] || clamp(2.38rem, 5.05vw, 2.84rem) [1 files]"
--workspace-feature-accent,4,3,"var(--mono-title) [1 files] || var(--title-color, var(--brand-primary, #c57171)) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--chat-analysis-preview-border,4,2,0 solid transparent [2 files] || var(--subpage-card-border) [2 files]
--chat-analysis-preview-shadow,4,2,none [2 files] || var(--subpage-card-shadow) [2 files]
--chat-focus-inline-extra,4,2,"clamp(0.08rem, 0.28vw, 0.24rem) [3 files] || clamp(0.06rem, 0.22vw, 0.18rem) [1 files]"
--covision-surface-bg,4,2,"var(--glass-ring-surface-bg, var(--glass-surface-bg)) [1 files] || var(--glass-ring-surface-bg, var(--glass-surface-bg, var(--hc-panel-bg, rgba(15, 14, 17, 0.35)))) [1 files]"
--csp-transition-ms,4,2,420ms [3 files] || 140ms [1 files]
--glass-blur-radius,4,2,1rem [3 files] || 0px [1 files]
--glass-ring-edge-stroke-opacity,4,2,"0 [2 files] || var( --glass-ring-edge-stroke-opacity-desktop, 0.72 ) [2 files]"
--glass-ring-edge-stroke-width,4,2,"0px [2 files] || var( --glass-ring-edge-stroke-width-desktop, 1.18px ) [2 files]"
--home-card-shadow-active,4,2,var(--home-card-shell-shadow) [1 files] || var(--home-card-glow-active) [2 files]
--home-card-shadow-idle,4,2,var(--home-card-shell-shadow) [1 files] || var(--home-card-glow-idle) [2 files]
--panel-secondary-bg-hover,4,2,"var(--workspace-elevated-card-bg-hover, var(--input-flat-bg-hover)) [3 files] || var(--mono-input-surface-hover) [1 files]"
--profile-orbit-stack-fade-angle,4,2,180deg [2 files] || 0deg [2 files]
--wellbeing-card-shadow,4,2,"none [1 files] || 0 8px 20px rgba(82, 50, 46, 0.07) [1 files]"
--brand-accent,3,3,var(--hc-accent) [1 files] || var(--mono-title) [1 files] || var(--brand-primary) [1 files]
--brand-primary,3,3,var(--hc-accent) [1 files] || var(--mono-text) [1 files] || #c57171 [1 files]
--btn-base-bg-dark,3,3,"var(--hc-control-bg) [1 files] || linear-gradient( 180deg, rgba(34, 48, 68, 0.94) 0%, rgba(15, 24, 38, 0.94) 100% ) [1 files] || linear-gradient( 180deg, rgba(44, 46, 52, 0.94) 0%, rgba(22, 24, 29, 0.96) 100% ) [1 files]"
--chat-action-size,3,3,"var(--chat-composer-main-control-size, calc(3.2 * var(--base-rem))) [1 files] || var( --chat-composer-main-control-size, calc(3.2 * var(--base-rem)) ) [1 files] || var(--chat-composer-main-control-size, calc(var(--inputbar-h, 3.2rem) - 0.2rem)) [1 files]"
--chat-diameter-max,3,3,"clamp(660px, 94vmin, 1240px) [1 files] || clamp(520px, 82vmin, 940px) [1 files] || clamp(580px, 86vmin, 1020px) [1 files]"
--chat-icon-color,3,3,"#3b3329 [1 files] || var(--mono-title) [1 files] || rgba(226, 232, 240, 0.92) [1 files]"
--chat-pad-bottom,3,3,"clamp(0.5rem, 1.8vh, 0.9rem) [1 files] || 0rem [1 files] || clamp(3.2rem, 7vh, 5rem) [1 files]"
--chat-pad-top,3,3,"clamp(0.75rem, 2vh, 1.1rem) [1 files] || var( --glass-ring-pad-top, clamp(calc(0.4 * var(--base-rem)), 1.4vh, calc(1.1 * var(--base-rem))) ) [1 files] || clamp(1.6rem, 4.2vw, 2.6rem) [1 files]"
--chat-scroll-down-offset,3,3,0.35rem [1 files] || -0.9rem [1 files] || 0.25rem [1 files]
--chat-window-bottom-gap,3,3,1.25rem [1 files] || -2.55rem [1 files] || 1.05rem [1 files]
--chat-window-fade-bottom-focus,3,3,"clamp(2.72rem, 6.55vh, 4.25rem) [1 files] || clamp(2.5rem, 6.05vh, 3.95rem) [1 files] || clamp(2.58rem, 6.22vh, 4.05rem) [1 files]"
--chat-window-fade-top,3,3,"clamp(0.42rem, 1.1vh, 0.72rem) [1 files] || clamp(0.98rem, 2.38vh, 1.66rem) [1 files] || clamp(0.82rem, 1.84vh, 1.3rem) [1 files]"
--chat-window-pad-top,3,3,"clamp(0.9rem, 2.2vh, 1.6rem) [1 files] || 1.02rem [1 files] || 0.95rem [1 files]"
--chat-window-top-offset,3,3,"clamp(1.55rem, 3.25vh, 2.35rem) [1 files] || clamp(0.35rem, 0.9vh, 0.7rem) [1 files] || clamp(1.2rem, 2.6vh, 2rem) [1 files]"
--checkbox-accent,3,3,"var(--title-color, var(--brand-primary, #c57171)) [1 files] || var(--title-color, #7a3a38) [1 files] || var(--mono-icon) [1 files]"
--covision-primary-button-bg,3,3,"rgba(248, 250, 252, 0.92) [1 files] || rgba(255, 255, 255, 0.96) [1 files] || rgba(255, 250, 248, 0.96) [1 files]"
--covision-primary-button-border,3,3,"rgba(248, 253, 255, 0.24) [1 files] || rgba(122, 58, 56, 0.12) [1 files] || rgba(126, 95, 88, 0.16) [1 files]"
--covision-primary-button-shadow,3,3,"0 8px 18px rgba(0, 0, 0, 0.18) [1 files] || 0 10px 22px rgba(82, 50, 46, 0.12) [1 files] || 0 10px 22px rgba(38, 24, 22, 0.14) [1 files]"
--covision-primary-button-text,3,3,#243244 [1 files] || #253246 [1 files] || #263244 [1 files]
--documents-chip-text-active,3,3,var(--mono-title-soft) [1 files] || #fff59a [1 files] || var(--documents-heading-color) [1 files]
--documents-glass-shadow,3,3,"var(--glass-shell-shadow, 0 10px 24px rgba(0, 0, 0, 0.12)) [1 files] || 0 6px 18px rgba(15, 23, 42, 0.05) [1 files] || 0 7px 18px rgba(26, 18, 18, 0.08) [1 files]"
--documents-page-muted,3,3,"rgba(var(--mono-light-rgb), 0.78) [1 files] || rgba(255, 234, 0, 0.82) [1 files] || color-mix(in srgb, var(--documents-page-text) 88%, transparent) [1 files]"
--documents-page-strong,3,3,var(--mono-text) [1 files] || var(--hc-accent) [1 files] || var(--documents-page-text) [1 files]
--drawer-preview-text,3,3,"var(--hc-accent) [1 files] || rgba(223, 222, 218, 0.88) [1 files] || rgba(245, 245, 245, 0.86) [1 files]"
--drawer-time-text,3,3,"rgba(var(--hc-accent-rgb), 0.78) [1 files] || rgba(171, 180, 196, 0.8) [1 files] || rgba(230, 230, 230, 0.74) [1 files]"
--glass-modal-title-color,3,3,var(--title-color) [1 files] || var(--mono-title) [1 files] || #c57171 [1 files]
--glass-ring-tilt-angle-left,3,3,-1.4deg [1 files] || -1.1deg [1 files] || -0.85deg [1 files]
--glass-ring-tilt-angle-right,3,3,1.4deg [1 files] || 1.1deg [1 files] || 0.85deg [1 files]
--glass-subpage-title-margin-bottom,3,3,"clamp(0.35rem, 1.4vh, 0.8rem) [1 files] || var(--workspace-subpage-title-margin-bottom, clamp(0.35rem, 1.4vh, 0.8rem)) [1 files] || var(--workspace-subpage-title-margin-bottom, clamp(0.18rem, 0.9vh, 0.42rem)) [1 files]"
--home-about-panel-shadow,3,3,"0 -2px 8px -6px rgba(0, 0, 0, 0.1), 0 10px 22px -8px rgba(0, 0, 0, 0.15) [1 files] || 0 -2px 8px -6px rgba(20, 12, 10, 0.11), 0 10px 22px -8px rgba(20, 12, 10, 0.17) [1 files] || 0 0 12px rgba(230, 230, 230, 0.12), 0 0 24px rgba(230, 230, 230, 0.06) [1 files]"
--icon-btn-close-color,3,3,#7a3a38 [1 files] || var(--mono-title) [1 files] || var(--brand-primary) [1 files]
--input-radius,3,3,0.95rem [1 files] || var(--subpage-card-radius) [1 files] || 1.2em [1 files]
--orbit-keypad-shadow-item-hover,3,3,"0 3px 7px rgba(2, 6, 16, 0.13), 0 1px 1px rgba(15, 23, 42, 0.065), 0 8px 12px -3px rgba(var(--hc-accent-rgb), 0.2), 0 15px 18px -8px rgba(var(--hc-accent-rgb), 0.13), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.04), inset 0 -1px 0 rgba(2, 6, 16, 0.19) [1 files] || 0 3px 7px rgba(2, 6, 16, 0.12), 0 1px 1px rgba(15, 23, 42, 0.065), 0 4px 10px -2px rgba(208, 228, 255, 0.12), 0 8px 10px -5px rgba(208, 228, 255, 0.42), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.52), inset 0 1px 0 rgba(255, 255, 255, 0.03), inset 0 -1px 0 rgba(2, 6, 16, 0.15) [1 files] || 0 4px 8px rgba(2, 6, 16, 0.14), 0 1px 1px rgba(15, 23, 42, 0.07), 0 8px 12px -3px rgba(255, 234, 0, 0.18), 0 14px 18px -8px rgba(255, 234, 0, 0.12), inset 0 0 0 var(--pin-border-w) rgba(30, 40, 58, 0.54), inset 0 1px 0 rgba(255, 255, 255, 0.045), inset 0 -1px 0 rgba(2, 6, 16, 0.19) [1 files]"
--orbit-mobile-accent,3,3,var(--hc-accent) [1 files] || var(--mono-text) [1 files] || #7a3a38 [1 files]
--policy-scroll-open-inline-gap,3,3,"1.35rem [1 files] || clamp(1rem, 2vw, 1.8rem) [1 files] || 0.65rem [1 files]"
--policy-scroll-overscan-bottom,3,3,"calc( env(safe-area-inset-bottom, 0px) + clamp(2.1rem, 6vh, 3.4rem) ) !important [1 files] || clamp(1.05rem, 2.4vh, 1.45rem) [1 files] || calc( env(safe-area-inset-bottom, 0px) + clamp(0.9rem, 2.2vh, 1.35rem) ) [1 files]"
--pt,3,3,var(--workspace-feature-checkbox-text) [1 files] || var(--hc-accent) [1 files] || var(--pt-300) [1 files]
--pt-150,3,3,"var(--workspace-feature-field-text, var(--input-text, #243044)) [1 files] || var(--hc-accent) [1 files] || #e6e5e3 [1 files]"
--ring-diameter,3,3,"min( var(--ring-max), calc(var(--ring-diameter-default) * var(--policy-ring-scale)) ) [1 files] || min( var(--ring-max), calc(var(--ring-diameter-default) * var(--policy-ring-open-scale)) ) [1 files] || var(--workspace-glass-diameter) [1 files]"
--service-map-legend-marker-label-size,3,3,"min(20.2px, var(--service-map-marker-label-max-size)) [1 files] || min(22.8px, var(--service-map-marker-label-max-size)) [1 files] || 32px [1 files]"
--service-map-map-radius,3,3,1.08rem [1 files] || 0px [1 files] || 1rem [1 files]
--service-map-mobile-map-inset,3,3,"0px [1 files] || calc(env(safe-area-inset-left, 0px) + 0.32rem) [1 files] || calc(env(safe-area-inset-left, 0px) + 0.18rem) [1 files]"
--service-map-results-row-height,3,3,"3.1rem [1 files] || 3.24rem [1 files] || min(30dvh, 15.25rem) [1 files]"
--service-map-summary-row-height,3,3,3.1rem [1 files] || 3.24rem [1 files] || 3.35rem [1 files]
--text-strong,3,3,var(--hc-accent) [1 files] || var(--hc-text) [1 files] || #222222 [1 files]
--wellbeing-checkbox-border,3,3,"color-mix(in srgb, var(--title-color, #c57171) 76%, transparent) [1 files] || var(--mono-text, #f4f7ed) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--wellbeing-checkbox-tick,3,3,"var(--title-color, #c57171) [1 files] || var(--mono-text, #f4f7ed) [1 files] || var(--hc-accent, #ffea00) [1 files]"
--workspace-feature-field-shadow,3,3,"var(--input-shadow, none) [1 files] || none [1 files] || var(--mono-field-hole-shadow) [1 files]"
--workspace-feature-muted,3,3,"color-mix( in srgb, var(--workspace-feature-text) 72%, transparent ) [1 files] || var(--hc-accent, #ffea00) [1 files] || rgba(var(--mono-light-rgb), 0.72) [1 files]"
--workspace-feature-soft,3,3,"color-mix( in srgb, var(--workspace-feature-text) 12%, transparent ) [1 files] || rgba(255, 234, 0, 0.16) [1 files] || rgba(var(--mono-mid-rgb), 0.12) [1 files]"
--workspace-feature-surface,3,3,"var( --workspace-elevated-card-bg, var(--subpage-card-bg, var(--input-flat-bg)) ) [1 files] || var(--workspace-elevated-card-bg, var(--chat-card-surface-night-standard-bg)) [1 files] || var(--mono-input-surface) [1 files]"
--workspace-feature-surface-hover,3,3,"var( --workspace-elevated-card-bg-hover, var( --subpage-card-bg-hover, var(--input-flat-bg-hover, var(--workspace-feature-surface)) ) ) [1 files] || var(--workspace-elevated-card-bg-hover, var(--chat-card-surface-night-standard-flat-bg)) [1 files] || var(--mono-input-surface-hover) [1 files]"
--workspace-feature-surface-strong,3,3,"var( --workspace-elevated-card-bg-strong, var(--opaque-panel-bg, var(--workspace-feature-surface)) ) [1 files] || var(--workspace-elevated-card-bg-strong, #000) [1 files] || var(--mono-tooltip-surface) [1 files]"
--workspace-feature-text,3,3,"var( --subpage-card-text, var(--glass-modal-text, var(--glass-surface-text, #f2f2f2)) ) [1 files] || var(--hc-accent, #ffea00) [1 files] || var(--mono-text) [1 files]"
--chat-card-surface-flat-bg,3,2,"linear-gradient( 180deg, rgb(26, 26, 26) 0%, rgb(18, 18, 18) 100% ) [1 files] || linear-gradient( 180deg, rgb(34, 39, 46) 0%, rgb(20, 24, 30) 100% ) [1 files]"
--chat-card-surface-standard-bg,3,2,"radial-gradient( ellipse at top, rgba(27, 27, 27, 0.82) 0%, rgba(19, 19, 19, 0.9) 100% ) [1 files] || radial-gradient( ellipse at top, rgba(42, 47, 55, 0.76) 0%, rgba(19, 23, 28, 0.82) 100% ) [1 files]"
--chat-card-surface-standard-flat-bg,3,2,"linear-gradient( 180deg, rgba(26, 26, 26, 0.84) 0%, rgba(18, 18, 18, 0.92) 100% ) [1 files] || linear-gradient( 180deg, rgba(36, 40, 47, 0.78) 0%, rgba(21, 25, 31, 0.84) 100% ) [1 files]"
--chat-card-surface-strong-bg,3,2,"radial-gradient( ellipse at top, rgb(27, 27, 27) 0%, rgb(18, 18, 18) 100% ) [1 files] || radial-gradient( ellipse at top, rgb(40, 46, 54) 0%, rgb(19, 23, 28) 100% ) [1 files]"
--chat-window-shift-y,3,2,"clamp(-1.65rem, -3.1vh, -0.85rem) [1 files] || clamp(1.9rem, 3.95vh, 2.88rem) [1 files]"
--checkbox-border,3,2,"color-mix(in srgb, var(--checkbox-accent) 76%, transparent) [2 files] || rgba(230, 230, 230, 0.58) [1 files]"
--cursor-angle,3,2,45deg [2 files] || 90deg [1 files]
--documents-hc-panel-bg,3,2,"var(--documents-glass-surface) [2 files] || rgba(9, 14, 24, 0.62) [1 files]"
--glass-ring-edge-stroke-blur,3,2,"var( --glass-ring-edge-stroke-blur-desktop, 0.18px ) [2 files] || 0px [1 files]"
--glass-ring-pad-top,3,2,"clamp( calc(0.4 * var(--base-rem, 16px)), 1.4vh, calc(1.1 * var(--base-rem, 16px)) ) [2 files] || calc( clamp(calc(0.4 * var(--base-rem)), 1.4vh, calc(1.1 * var(--base-rem))) + 0.18rem ) [1 files]"
--glass-ring-pad-x,3,2,"clamp(0.78rem, 3vw, 0.94rem) [2 files] || clamp(1.15rem, 3.4vw, 1.85rem) [1 files]"
--glass-subpage-edge-stroke,3,2,"var( --glass-ring-edge-stroke-desktop, conic-gradient( from -104deg at 50% 50%, rgba(255, 255, 255, 0) 0deg, rgba(255, 255, 255, 0) 18deg, rgba(255, 255, 255, 0.01) 30deg, rgba(255, 255, 255, 0.04) 42deg, rgba(255, 255, 255, 0.11) 50deg, rgba(255, 255, 255, 0.22) 58deg, rgba(255, 255, 255, 0.3) 62deg, rgba(255, 255, 255, 0.2) 70deg, rgba(255, 255, 255, 0.08) 80deg, rgba(255, 255, 255, 0.02) 90deg, rgba(255, 255, 255, 0) 102deg, rgba(255, 255, 255, 0) 360deg ) ) [2 files] || none [1 files]"
--glass-subpage-edge-stroke-blur,3,2,"var( --glass-ring-edge-stroke-blur-desktop, 0.18px ) [2 files] || 0px [1 files]"
--glass-subpage-edge-stroke-opacity,3,2,"var( --glass-ring-edge-stroke-opacity-desktop, 0.72 ) [2 files] || 0 [1 files]"
--glass-subpage-edge-stroke-width,3,2,"var( --glass-ring-edge-stroke-width-desktop, 1.18px ) [2 files] || 0px [1 files]"
--glass-subpage-title-margin-top,3,2,"var(--workspace-subpage-title-margin-top, clamp(2.15rem, 5.4vh, 3.25rem)) [2 files] || clamp(2.15rem, 5.4vh, 3.25rem) [1 files]"
--mobile-glass-card-gap,3,2,"clamp(0.32rem, 1.35vw, 0.4rem) [2 files] || calc(0.35 * var(--base-rem)) [1 files]"
--mobile-glass-card-radius,3,2,"clamp(1.05rem, 3.8vw, 1.45rem) [2 files] || clamp( calc(1.05 * var(--base-rem)), 3.8vw, calc(1.45 * var(--base-rem)) ) [1 files]"
--mobile-header-title-bottom,3,2,"0.1rem [2 files] || clamp(0.18rem, 0.9vh, 0.42rem) [1 files]"
--mobile-header-wrap-correction,3,2,-0.18rem [2 files] || 0rem [1 files]
--rail-icon-scale,3,2,0.82 [2 files] || 0.79 [1 files]
--rail-item-size,3,2,"var(--chat-mobile-rail-size) [2 files] || var(--hud-icon, 3rem) [1 files]"
--service-map-mobile-control-top,3,2,0.61rem [1 files] || 0.52rem [1 files]
--workspace-feature-button-text,3,2,"rgba(0, 0, 0, 0.88) [1 files] || rgba(255, 255, 255, 0.92) [1 files]"
--workspace-subpage-back-left,3,2,0.55rem [2 files] || var(--wellbeing-desktop-control-left) [1 files]
--workspace-subpage-back-top,3,2,0.55rem [2 files] || var(--wellbeing-desktop-control-top) [1 files]
--admin-accent,2,2,#b45309 [1 files] || #f4b36b [1 files]
--admin-accent-cool,2,2,#0f766e [1 files] || #3ab6a7 [1 files]
--admin-accent-cool-soft,2,2,"rgba(15, 118, 110, 0.16) [1 files] || rgba(58, 182, 167, 0.2) [1 files]"
--admin-accent-soft,2,2,"rgba(180, 83, 9, 0.18) [1 files] || rgba(244, 179, 107, 0.2) [1 files]"
--admin-bg,2,2,"radial-gradient( circle at 20% 0%, rgba(15, 23, 42, 0.06), transparent 60% ) [1 files] || radial-gradient( circle at 20% 0%, rgba(148, 163, 184, 0.08), transparent 55% ) [1 files]"
--admin-border,2,2,"rgba(15, 23, 42, 0.18) [1 files] || rgba(148, 163, 184, 0.22) [1 files]"
--admin-border-strong,2,2,"rgba(15, 23, 42, 0.26) [1 files] || rgba(148, 163, 184, 0.38) [1 files]"
--admin-danger,2,2,#b91c1c [1 files] || #ff7480 [1 files]
--admin-muted,2,2,#495466 [1 files] || #99a8bf [1 files]
--admin-shadow,2,2,"0 18px 30px rgba(15, 23, 42, 0.12) [1 files] || 0 24px 40px rgba(0, 0, 0, 0.35) [1 files]"
--admin-shadow-soft,2,2,"0 8px 18px rgba(15, 23, 42, 0.08) [1 files] || 0 12px 26px rgba(0, 0, 0, 0.22) [1 files]"
--admin-success,2,2,#15803d [1 files] || #4ade80 [1 files]
--admin-surface,2,2,#ffffff [1 files] || #141c27 [1 files]
--admin-surface-2,2,2,#f5f6f8 [1 files] || #111825 [1 files]
--admin-surface-3,2,2,#eef1f4 [1 files] || #0c121a [1 files]
--admin-text,2,2,#0f172a [1 files] || #eef3fb [1 files]
--avatar-icon-size,2,2,calc(var(--rail-item-size) * (var(--rail-icon-scale) + 0.12)) [1 files] || var(--chat-mobile-icon-box) [1 files]
--bg-overscan,2,2,"clamp(96px, 14svh, 180px) [1 files] || clamp(120px, 18svh, 220px) [1 files]"
--chat-action-btn-bg,2,2,var(--btn-primary-bg) [1 files] || var(--chat-action-btn-bg-hover) [1 files]
--chat-action-btn-shadow,2,2,var(--btn-primary-shadow) [1 files] || var(--chat-action-btn-shadow-focus) [1 files]
--chat-card-surface-night-flat-bg,2,2,"linear-gradient( 180deg, rgb(24, 35, 49) 0%, rgb(18, 22, 30) 100% ) [1 files] || linear-gradient( 180deg, rgb(27, 36, 49) 0%, rgb(14, 19, 28) 100% ) [1 files]"
--chat-card-surface-night-standard-bg,2,2,"radial-gradient( 124% 96% at 50% 6%, rgba(27, 39, 53, 0.5) 0%, rgba(20, 29, 40, 0.55) 46%, rgba(16, 20, 28, 0.6) 100% ) [1 files] || radial-gradient( ellipse at top, rgba(33, 43, 57, 0.81) 0%, rgba(14, 18, 26, 0.84) 100% ) [1 files]"
--chat-card-surface-night-standard-flat-bg,2,2,"linear-gradient( 180deg, rgba(24, 35, 49, 0.52) 0%, rgba(18, 22, 30, 0.62) 100% ) [1 files] || linear-gradient( 180deg, rgba(29, 38, 52, 0.79) 0%, rgba(15, 19, 28, 0.84) 100% ) [1 files]"
--chat-card-surface-night-strong-bg,2,2,"radial-gradient( 124% 96% at 50% 6%, rgb(27, 39, 53) 0%, rgb(20, 29, 40) 46%, rgb(16, 20, 28) 100% ) [1 files] || radial-gradient( ellipse at top, rgb(31, 40, 54) 0%, rgb(14, 18, 26) 100% ) [1 files]"
--chat-content-top-offset,2,2,2.9rem [1 files] || 1rem [1 files]
--chat-focus-content-inline-extra,2,2,"clamp(0.28rem, 0.8vw, 0.72rem) [1 files] || clamp(0.22rem, 0.65vw, 0.58rem) [1 files]"
--chat-icon-dark,2,2,var(--hc-accent) [1 files] || var(--mono-title) [1 files]
--chat-icon-light,2,2,#7a3a38 [1 files] || var(--mono-title) [1 files]
--chat-inputbar-bg,2,2,"radial-gradient( 88% 72% at 50% 18%, rgba(255, 255, 255, 0.995) 0%, rgba(255, 255, 255, 0.992) 46%, rgba(252, 250, 248, 0.978) 100% ), linear-gradient( 180deg, rgba(255, 255, 255, 0.992) 0%, rgba(250, 247, 244, 0.972) 100% ) [1 files] || var(--mid-pill-surface-bg) [1 files]"
--chat-inputbar-bg-focus,2,2,var(--chat-inputbar-bg-hover) [1 files] || var(--mid-pill-surface-bg) [1 files]
--chat-inputbar-bg-hover,2,2,"radial-gradient( 88% 72% at 50% 18%, rgba(255, 255, 255, 1) 0%, rgba(255, 255, 255, 0.996) 48%, rgba(253, 251, 249, 0.985) 100% ), linear-gradient( 180deg, rgba(255, 255, 255, 0.996) 0%, rgba(252, 249, 246, 0.982) 100% ) [1 files] || var(--mid-pill-surface-bg) [1 files]"
--chat-inputbar-shadow,2,2,"0 10px 22px -8px rgba(15, 23, 42, 0.1), 0 3px 7px -3px rgba(15, 23, 42, 0.055), inset 0 1px 0 rgba(255, 255, 255, 0.9), inset 0 0 0 1px rgba(255, 255, 255, 0.4) [1 files] || var(--mid-pill-surface-shadow) [1 files]"
--chat-inputbar-shadow-focus,2,2,var(--chat-inputbar-shadow-hover) [1 files] || var(--mid-pill-surface-shadow) [1 files]
--chat-inputbar-shadow-hover,2,2,"0 14px 28px -9px rgba(15, 23, 42, 0.12), 0 5px 10px -3px rgba(15, 23, 42, 0.065), inset 0 1px 0 rgba(255, 255, 255, 0.94), inset 0 0 0 1px rgba(255, 255, 255, 0.28) [1 files] || var(--mid-pill-surface-shadow) [1 files]"
--chat-invite-text,2,2,var(--hc-accent) [1 files] || var(--subpage-card-text) [1 files]
--chat-nav-top,2,2,"clamp(2.8rem, 11vw, 4.2rem) [1 files] || 50% [1 files]"
--chat-shell-inline-size,2,2,var(--chat-diameter) [1 files] || calc(var(--chat-diameter) + var(--chat-focus-content-inline-extra)) [1 files]
--chat-tools-panel-border,2,2,"rgba(255, 255, 255, 0.06) [1 files] || var(--rail-tooltip-border) [1 files]"
--chat-tools-panel-shadow,2,2,"0 12px 26px rgba(0, 0, 0, 0.18) [1 files] || var(--rail-tooltip-shadow) [1 files]"
--chat-under-glow,2,2,"0 8px 14px -12px rgba(248, 253, 255, 0.52), 0 18px 24px -18px rgba(248, 253, 255, 0.26) [1 files] || none [1 files]"
--chat-under-glow-strong,2,2,"0 10px 16px -12px rgba(248, 253, 255, 0.58), 0 20px 28px -20px rgba(248, 253, 255, 0.28) [1 files] || none [1 files]"
--chat-window-main-bottom-overlap,2,2,"clamp(-1.85rem, -3.8vh, -1.2rem) [1 files] || clamp(-1.65rem, -3.5vh, -1.05rem) [1 files]"
--chat-window-top-safe,2,2,4.2rem [1 files] || 2.25rem [1 files]
